00:02,2,17,12,259,8
01:07,31,13,8,295,24
01:51,39,13,3,119,24
02:07,29,32,6,822,24
02:40,55,24,2,194,24
02:50,46,32,1,6,24
02:56,43,6,1,552,24
03:01,35,21,3,278,24
03:18,30,3,2,372,24
03:29,32,8,1,338,24
03:34,60,33,2,716,8
03:45,47,35,1,290,2
03:50,20,13,1,519,24
03:56,19,31,1,556,8
04:01,62,10,3,481,4
04:18,30,31,3,657,24
04:34,44,33,1,394,2
04:39,38,3,10,572,8
05:34,62,32,2,702,24
05:45,28,49,3,315,24
06:01,19,7,1,519,24
06:07,38,17,3,591,24
06:23,46,21,1,347,24
06:28,4,41,1,523,4
06:34,31,8,1,400,24
06:39,27,16,3,659,24
06:56,46,26,2,70,24
07:07,14,9,6,413,24
07:39,36,36,2,745,3
07:50,50,23,11,367,24
08:50,42,33,2,282,24
09:01,49,32,2,142,4
09:12,12,31,1,870,24
09:17,11,42,3,827,24
09:34,40,21,3,893,2
09:50,17,19,1,101,24
09:56,51,38,1,155,24
10:01,48,36,3,166,24
10:17,31,28,3,5,3
10:34,29,32,1,182,4
10:39,23,29,9,371,24
11:28,67,1,3,260,24
11:45,5,43,2,212,8
11:55,61,26,3,391,8
12:12,17,35,7,182,24
12:50,50,25,22,888,24
14:50,51,28,1,187,24
14:55,24,20,1,333,4
15:01,37,14,3,112,24
15:17,43,17,3,790,24
15:33,51,42,2,696,24
15:44,61,42,2,282,24
15:55,18,10,3,203,24
16:12,59,28,2,340,24
16:23,17,44,2,94,24
16:33,16,33,3,594,8
16:50,12,2,2,734,24
17:01,33,47,3,407,24
17:17,25,2,1,219,4
17:22,53,42,3,704,24
17:39,17,31,1,874,4
17:44,4,37,6,781,24
18:17,59,34,7,549,24
18:55,54,2,2,593,24
19:06,69,34,3,395,24
19:22,64,8,1,722,24
19:28,61,24,3,756,24
19:44,38,26,6,446,24
20:17,58,13,3,746,24
20:33,32,22,3,385,8
20:50,59,47,1,184,24
20:55,46,6,3,745,8
21:11,8,21,3,26,24
21:28,51,29,1,354,3
21:33,37,34,3,666,8
21:50,34,44,3,504,4
22:06,63,46,3,796,24
22:22,67,11,1,900,24
22:28,40,40,3,308,24
22:44,69,48,2,705,24
22:55,56,32,8,323,4
23:39,46,27,2,184,3
23:49,31,35,1,318,3
23:55,44,31,1,100,3
