00:03,44,23,1,598,8
00:12,28,8,3,642,24
00:41,25,41,3,647,24
01:10,35,16,1,666,8
01:19,13,49,2,23,24
01:39,7,2,1,747,4
01:48,13,2,3,729,24
02:17,37,29,1,842,2
02:27,51,21,3,414,8
02:55,67,31,2,872,8
03:15,46,21,2,47,2
03:34,55,47,2,401,24
03:53,20,28,3,256,8
04:22,59,36,3,645,24
04:51,69,45,8,161,8
06:07,13,42,6,184,8
07:05,16,1,2,35,24
07:24,39,27,6,551,3
08:22,20,3,11,397,24
10:07,12,47,1,359,24
10:17,7,15,1,252,24
10:27,26,22,2,24,24
10:46,60,17,3,362,24
11:15,63,1,1,364,24
11:24,69,16,1,235,24
11:34,43,40,2,855,4
11:53,23,14,1,317,24
12:03,46,16,27,263,24
16:22,61,41,15,467,24
18:46,60,49,2,314,24
19:05,58,49,15,447,24
21:29,58,2,4,69,4
22:07,59,14,5,658,4
22:55,30,27,1,31,24
23:05,58,12,3,779,24
23:34,42,26,3,282,24
