00:02,46,37,3,814,3
00:23,33,13,2,646,24
00:37,7,41,3,319,24
00:58,8,43,12,657,24
02:22,10,33,2,413,24
02:36,24,12,1,140,24
02:43,59,45,8,303,24
03:39,2,50,2,385,24
03:53,69,23,2,67,24
04:07,8,38,1,11,24
04:14,62,33,2,645,8
04:28,27,35,3,295,24
04:49,18,44,1,144,24
04:56,37,37,4,850,2
05:24,57,23,2,275,8
05:38,6,46,3,465,24
05:59,32,48,2,445,8
06:13,25,11,2,545,24
06:27,15,15,1,124,24
06:34,68,7,11,113,24
07:52,11,3,2,453,24
08:06,34,18,1,627,24
08:13,42,14,13,415,24
09:44,3,47,11,165,24
11:01,25,22,3,52,24
11:22,58,4,26,757,24
14:25,53,18,4,261,24
14:53,48,27,2,313,24
15:07,16,22,14,584,24
16:45,35,8,1,681,24
16:52,49,48,3,386,24
17:13,49,17,5,469,24
17:48,17,44,3,108,24
18:09,5,11,1,372,24
18:16,5,4,3,824,8
18:37,14,31,2,38,8
18:51,62,31,1,212,24
18:58,70,50,14,185,8
20:36,20,44,1,550,24
20:43,12,28,2,533,8
20:57,13,3,16,21,4
22:50,50,28,5,48,3
23:25,68,45,5,351,8
