00:03,49,39,3,43,24
00:16,27,16,1,650,24
00:20,25,25,3,97,8
00:33,47,2,4,810,24
00:51,5,40,6,218,8
01:17,5,21,3,291,24
01:31,69,27,2,402,24
01:39,63,23,3,170,4
01:53,47,43,27,604,8
03:51,47,29,6,519,2
04:18,69,38,3,56,24
04:31,19,29,14,392,24
05:33,48,42,3,120,24
05:46,28,2,8,733,24
06:21,33,32,1,379,24
06:25,31,1,3,412,24
06:39,42,40,3,174,24
06:52,54,25,2,685,4
07:01,48,49,3,477,24
07:14,56,26,26,440,24
09:08,38,45,2,187,24
09:17,10,27,2,291,24
09:26,61,11,12,479,24
10:19,46,24,2,339,24
10:27,8,1,1,894,24
10:32,67,42,2,362,24
10:41,8,15,12,116,24
11:33,13,46,5,846,24
11:55,41,5,3,757,24
12:09,55,16,3,593,24
12:22,7,38,3,142,24
12:35,66,6,16,632,8
13:45,66,13,3,391,24
13:59,30,17,2,260,24
14:07,15,49,2,418,4
14:16,21,21,1,471,24
14:21,44,16,5,278,3
14:43,33,17,1,241,24
14:47,31,29,6,837,24
15:13,48,31,1,28,24
15:18,70,18,14,606,24
16:19,44,33,1,12,4
16:24,17,20,2,597,24
16:33,17,18,2,570,24
16:41,30,25,1,406,3
16:46,61,21,5,578,24
17:08,27,39,2,268,24
17:17,58,39,3,433,24
17:30,6,2,1,600,24
17:34,34,2,3,831,24
17:47,39,39,1,292,3
17:52,42,8,3,465,24
18:05,12,16,1,509,24
18:09,23,27,1,472,24
18:14,49,25,6,111,3
18:40,52,31,2,116,24
18:49,43,5,1,342,24
18:53,39,34,11,860,24
19:42,33,7,3,781,24
19:55,33,47,2,30,4
20:04,16,25,27,229,24
22:03,70,9,3,676,24
22:16,16,9,3,423,24
22:29,9,24,2,536,24
22:38,46,32,3,164,24
22:51,17,23,3,300,4
23:04,14,17,1,742,4
23:09,49,33,3,652,4
23:22,70,40,3,196,4
23:35,8,37,1,559,4
23:39,58,15,2,367,4
23:48,43,50,3,171,4
