00:03,28,20,3,111,24
00:27,66,31,2,352,24
00:43,2,7,3,448,24
01:08,21,15,1,521,24
01:16,18,1,2,689,8
01:32,9,13,2,473,8
01:48,27,50,3,399,24
02:13,63,18,8,584,24
03:18,32,27,1,213,24
03:26,8,12,3,114,24
03:50,16,23,3,733,24
04:15,4,8,3,551,24
04:39,62,27,2,81,24
04:55,12,12,14,742,24
06:49,8,18,2,345,8
07:05,24,14,3,182,4
07:30,21,50,1,891,24
07:38,37,13,2,357,8
07:54,57,40,3,661,24
08:19,52,38,3,700,24
08:43,38,45,2,238,24
08:59,26,48,3,203,8
09:24,31,24,3,604,3
09:48,21,23,3,305,24
10:13,69,31,8,662,24
11:18,37,26,2,151,3
11:34,37,29,2,262,8
11:50,41,23,1,886,2
11:58,63,43,2,621,24
12:15,44,19,2,598,24
12:31,21,23,1,809,24
12:39,70,40,3,185,4
13:03,27,33,2,774,4
13:20,34,5,2,515,8
13:36,43,16,8,536,24
14:41,62,23,1,611,24
14:49,54,42,2,448,24
15:05,47,35,11,503,8
16:35,18,40,2,61,24
16:51,63,19,3,556,24
17:15,44,36,11,206,24
18:45,40,23,15,893,24
20:47,41,7,12,457,24
22:25,2,32,1,242,4
22:33,52,40,2,554,4
22:49,47,35,3,48,4
23:13,50,28,1,835,3
23:21,50,4,2,296,8
23:38,49,24,1,630,3
23:46,44,28,1,470,2
23:54,44,38,1,578,2
