00:01,12,46,5,432,24
00:18,43,48,1,465,24
00:22,3,43,2,642,4
00:29,40,28,3,662,24
00:39,56,14,3,121,24
00:50,29,46,2,726,24
00:57,47,4,2,706,24
01:04,33,25,28,860,24
02:43,36,3,1,430,24
02:47,32,24,1,558,24
02:50,39,16,3,423,24
03:01,21,12,3,732,8
03:11,38,11,3,304,24
03:22,55,31,1,518,24
03:25,65,8,1,345,24
03:29,38,21,3,123,24
03:40,41,49,1,21,24
03:43,62,7,2,379,24
03:50,4,5,1,184,4
03:54,46,22,3,867,24
04:04,63,1,2,144,8
04:11,26,5,3,898,24
04:22,47,29,1,424,24
04:26,34,34,23,726,8
05:47,70,21,14,898,24
06:36,16,36,3,640,8
06:47,50,29,3,68,24
06:57,37,18,1,236,24
07:01,31,44,2,503,8
07:08,47,22,1,37,24
07:12,46,50,1,399,24
07:15,57,43,1,117,24
07:19,11,20,1,323,24
07:22,56,44,2,319,8
07:29,46,34,1,577,4
07:33,44,1,2,895,8
07:40,30,29,3,777,3
07:50,3,21,10,166,24
08:26,62,44,28,335,8
10:05,55,15,1,723,24
10:08,46,5,2,660,24
10:15,47,10,4,270,24
10:29,66,13,2,132,24
10:37,20,4,2,88,4
10:44,36,29,2,450,2
10:51,25,22,2,464,4
10:58,56,4,3,4,24
11:08,61,50,6,331,24
11:30,49,23,2,833,24
11:37,24,25,2,170,24
11:44,41,35,2,564,24
11:51,62,26,5,254,24
12:08,53,29,2,145,3
12:15,18,47,2,759,24
12:23,7,48,1,223,24
12:26,33,20,3,460,24
12:37,35,23,2,303,2
12:44,3,33,11,503,24
13:23,2,32,3,738,24
13:33,67,6,6,149,24
13:54,60,20,2,106,24
14:01,13,42,1,718,24
14:05,47,45,2,551,24
14:12,66,20,6,767,24
14:33,67,9,1,556,24
14:37,44,45,1,333,24
14:40,37,9,3,688,24
14:51,32,24,1,885,3
14:54,54,27,1,803,3
14:58,28,50,3,589,24
15:09,15,46,1,354,24
15:12,47,35,2,319,2
15:19,46,32,3,825,24
15:30,5,33,3,426,24
15:40,26,33,2,140,24
15:47,11,15,29,24,24
17:30,66,8,12,253,24
18:12,65,50,1,431,24
18:16,61,49,3,171,24
18:26,36,37,2,433,24
18:34,52,39,2,506,24
18:41,62,49,3,430,24
18:51,44,48,1,417,24
18:55,58,32,2,478,4
19:02,32,34,1,149,4
19:05,69,14,2,435,24
19:12,68,37,2,19,24
19:19,5,50,1,385,24
19:23,63,34,1,188,24
19:27,40,48,10,493,24
20:02,52,37,5,850,24
20:20,16,32,3,815,24
20:30,46,19,7,549,24
20:55,22,50,3,121,24
21:05,8,47,17,336,24
22:06,3,37,1,698,4
22:09,12,8,1,564,4
22:13,37,31,1,693,3
22:16,46,17,3,236,3
22:27,44,26,2,364,4
22:34,47,19,1,800,3
22:37,46,37,1,87,2
22:41,47,38,1,584,2
22:44,23,8,2,780,4
22:51,35,35,2,432,3
22:59,34,20,1,477,3
23:02,34,19,1,609,3
23:06,5,26,3,482,4
23:16,37,25,1,468,4
23:20,23,42,2,198,4
23:27,35,13,9,461,4
