00:01,23,17,1,470,24
00:04,68,38,2,100,8
00:10,18,32,3,141,24
00:19,43,9,3,63,8
00:28,12,37,3,868,8
00:37,34,43,1,377,24
00:40,7,28,1,880,24
00:43,30,38,2,504,8
00:49,54,36,1,59,24
00:52,43,28,9,653,2
01:19,41,44,25,744,24
02:35,8,4,6,586,24
02:53,42,28,2,722,24
02:59,5,3,16,515,24
03:48,3,14,1,273,8
03:51,63,40,1,686,24
03:54,17,3,1,566,8
03:57,14,22,3,640,24
04:06,4,46,3,406,24
04:15,22,1,2,154,24
04:21,23,23,1,275,24
04:24,33,15,2,374,8
04:30,6,7,3,441,8
04:40,59,15,1,142,24
04:43,37,50,1,444,24
04:46,55,20,11,583,24
05:19,27,6,1,426,4
05:22,41,28,1,661,4
05:25,51,25,1,75,8
05:28,62,1,3,856,24
05:37,2,18,3,684,4
05:46,43,47,2,506,24
05:52,46,2,2,101,24
05:58,11,45,2,9,24
06:05,26,14,3,871,24
06:14,8,16,3,716,24
06:23,17,33,2,759,24
06:29,64,7,14,490,24
07:11,34,33,1,123,24
07:14,2,35,2,382,24
07:20,51,8,1,789,24
07:23,41,1,3,99,24
07:32,68,32,2,110,24
07:39,65,2,1,537,24
07:42,23,14,13,401,24
08:21,38,50,1,132,24
08:24,50,36,7,685,8
08:45,16,20,2,319,24
08:51,23,23,2,391,4
08:57,23,37,3,232,24
09:07,23,16,3,899,8
09:16,47,49,1,499,24
09:19,24,10,2,761,8
09:25,63,21,5,124,24
09:40,48,35,2,315,3
09:46,14,38,3,97,24
09:55,65,20,3,50,24
10:04,47,34,1,323,24
10:07,10,28,3,845,24
10:16,24,50,2,376,24
10:22,67,12,10,513,24
10:53,52,24,2,362,3
10:59,27,42,2,217,24
11:05,52,21,2,446,8
11:11,46,46,3,52,24
11:20,19,13,3,656,4
11:29,7,40,3,746,8
11:38,64,25,8,117,4
12:02,12,2,3,479,24
12:12,58,50,1,861,24
12:15,23,18,1,551,24
12:18,46,11,2,58,24
12:24,1,8,3,641,24
12:33,47,50,2,156,24
12:39,11,34,2,701,24
12:45,35,4,2,870,24
12:51,29,13,2,130,24
12:57,14,21,10,340,24
13:27,27,29,3,433,8
13:36,2,26,2,699,8
13:43,24,28,3,403,24
13:52,44,7,3,716,24
14:01,53,36,2,899,24
14:07,46,29,1,897,24
14:10,62,36,2,809,24
14:16,70,15,1,67,8
14:19,54,49,3,333,24
14:28,28,5,3,764,24
14:37,28,40,1,765,24
14:40,60,3,1,757,24
14:43,18,16,3,98,24
14:52,14,38,28,799,24
16:17,51,10,25,52,8
17:33,33,2,9,711,8
18:00,21,32,2,16,24
18:06,35,8,3,540,24
18:16,69,31,2,580,24
18:22,61,5,3,289,24
18:31,46,23,2,668,24
18:37,4,14,1,715,24
18:40,32,42,3,370,24
18:49,7,22,2,726,24
18:55,61,48,4,205,24
19:07,22,16,1,475,24
19:10,18,35,3,654,24
19:19,68,43,1,335,24
19:22,3,34,7,348,24
19:44,50,36,3,307,3
19:53,65,5,2,131,24
19:59,38,28,1,228,24
20:02,13,36,2,100,24
20:08,60,24,2,391,24
20:14,35,24,3,820,24
20:23,38,35,8,444,24
20:47,22,28,6,218,24
21:05,42,47,1,87,24
21:08,23,12,3,659,4
21:18,24,13,3,413,24
21:27,69,25,12,301,24
22:03,19,22,3,713,24
22:12,40,35,1,495,4
22:15,67,16,2,215,24
22:21,51,41,1,351,24
22:24,2,9,1,713,24
22:27,65,34,2,207,24
22:33,12,35,1,777,24
22:36,61,32,3,678,4
22:46,54,49,9,869,4
23:13,28,44,3,269,4
23:22,44,22,3,170,3
23:31,34,18,3,447,3
23:40,37,16,2,772,3
23:46,32,27,3,213,3
